location;start_date;end_date;day;plotid;municipality;U_landscape;U_local;urb_cat;phylum;class;order;suborder;length;width;area;biomass_indiv;n_indiv;sizeclass;ord_sub;func_species
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1;0,3;0,3;0,04;1;SC03;DIP_NEM;SC03_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;0,9;0,3;0,27;0,03152449;1;SC02;DIP_NEM;SC02_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;0,9;0,3;0,27;0,03152449;1;SC02;DIP_NEM;SC02_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;0,9;0,3;0,27;0,03152449;1;SC02;DIP_NEM;SC02_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1;0,5;0,5;0,04;1;SC03;DIP_NEM;SC03_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3;0,8;2,4;0,47902042;1;SC07;DIP_NEM;SC07_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,2;0,5;0,6;0,060396199;1;SC03;DIP_NEM;SC03_DIP_NEM
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;0,7;0,3;0,21;0,017864117;1;SC02;DIP_NEM;SC02_DIP_NEM
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,1;1,9;11,59;2,381800699;1;SC13;HEM_AUC;SC13_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,1;1,9;11,59;2,381800699;1;SC13;HEM_AUC;SC13_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;5;1,5;7,5;1,519610204;1;SC11;HEM_AUC;SC11_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,4;0,5;1,2;0,289292649;1;SC05;HEM_AUC;SC05_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,8;2;13,6;3,044599236;1;SC14;HEM_AUC;SC14_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,5;1,8;13,5;3,799255025;1;SC16;HEM_AUC;SC16_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,5;1,8;13,5;3,799255025;1;SC16;HEM_AUC;SC16_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,5;1,9;14,25;3,799255025;1;SC16;HEM_AUC;SC16_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,7;0,8;2,16;0,377521855;1;SC06;HEM_AUC;SC06_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,8;2,2;17,16;4,151392472;1;SC16;HEM_AUC;SC16_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,3;1,6;11,68;3,574124325;1;SC15;HEM_AUC;SC15_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,2;0,9;1,98;0,237648594;1;SC05;HEM_AUC;SC05_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;5,4;1,6;8,64;1,808297528;1;SC11;HEM_AUC;SC11_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,2;0,8;1,76;0,237648594;1;SC05;HEM_AUC;SC05_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,1;1,3;9,23;3,356632996;1;SC15;HEM_AUC;SC15_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;8,2;1,9;15,58;4,648141042;1;SC17;HEM_AUC;SC17_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;8,2;1,9;15,58;4,648141042;1;SC17;HEM_AUC;SC17_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,2;0,9;1,98;0,237648594;1;SC05;HEM_AUC;SC05_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,2;2,5;18;3,464427149;1;SC15;HEM_AUC;SC15_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,2;2,5;18;3,464427149;1;SC15;HEM_AUC;SC15_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,4;1,6;10,24;2,654768968;1;SC13;HEM_AUC;SC13_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,7;0,8;2,16;0,377521855;1;SC06;HEM_AUC;SC06_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,4;1,8;11,52;2,654768968;1;SC13;HEM_AUC;SC13_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;6,7;2,2;14,74;2,944347365;1;SC14;HEM_AUC;SC14_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,5;0,9;2,25;0,317252031;1;SC06;HEM_AUC;SC06_HEM_AUC
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,1;0,5;1,05;0,213931924;1;SC05;HEM_AUC;SC05_HEM_AUC
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;1,7;0,8;1,36;0,132701109;1;SC04;HEM_AUC;SC04_HEM_AUC
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;1,9;1;1,9;0,170625183;1;SC04;HEM_AUC;SC04_HEM_AUC
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1;0,7;0,7;0,04;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,9;1,44;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,9;1,44;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;2,5;1;2,5;0,317252031;1;SC06;HEM_STE;SC06_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,8;1,28;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,8;1,28;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;3,8;1,5;5,7;0,817280091;1;SC08;HEM_STE;SC08_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,4;0,7;0,98;0,0855676;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,8;1,44;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,8;1,44;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;2,5;0,8;2;0,317252031;1;SC06;HEM_STE;SC06_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1;0,5;0,5;0,04;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1;0,5;0,5;0,04;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,7;1,26;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,9;1,44;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,9;1,62;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,9;1,62;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,8;1,28;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,6;0,7;1,12;0,115710069;1;SC04;HEM_STE;SC04_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,3;0,8;1,04;0,072372232;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,4;0,8;1,12;0,0855676;1;SC03;HEM_STE;SC03_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,8;1,44;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,8;0,8;1,44;0,150999619;1;SC04;HEM_STE;SC04_HEM_STE
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,7;0,7;1,19;0,132701109;1;SC04;HEM_STE;SC04_HEM_STE
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;2,2;0,9;1,98;0,237648594;1;SC05;HEM_STE;SC05_HEM_STE
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;1,4;0,9;1,26;0,0855676;1;SC03;HEM_STE;SC03_HEM_STE
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;2;1;2;0,191596593;1;SC05;HEM_STE;SC05_HEM_STE
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;2;0,8;1,6;0,191596593;1;SC05;HEM_STE;SC05_HEM_STE
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HEMIPTERA;STERNORRHYNCHA;0,9;0,4;0,36;0,03152449;1;SC02;HEM_STE;SC02_HEM_STE
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,9;0,4;0,76;0,170625183;1;SC04;HYM_APO;SC04_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,2;0,3;0,36;0,060396199;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,4;0,2;0,08;0,005043309;1;SC01;HYM_APO;SC01_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;4,6;1,3;5,98;1,258614385;1;SC10;HYM_APO;SC10_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,7;0,6;1,62;0,377521855;1;SC06;HYM_APO;SC06_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,4;0,4;0,96;0,289292649;1;SC05;HYM_APO;SC05_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,7;0,3;0,21;0,017864117;1;SC02;HYM_APO;SC02_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,1;0,4;0,84;0,213931924;1;SC05;HYM_APO;SC05_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,6;0,5;0,8;0,115710069;1;SC04;HYM_APO;SC04_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,2;0,4;0,48;0,060396199;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,2;0,4;0,48;0,060396199;1;SC03;HYM_APO;SC03_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,7;0,5;0,85;0,132701109;1;SC04;HYM_APO;SC04_HYM_APO
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,2;0,3;0,36;0,060396199;1;SC03;HYM_APO;SC03_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,8;0,3;0,24;0,02415702;1;SC02;HYM_APO;SC02_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,2;0,3;0,36;0,060396199;1;SC03;HYM_APO;SC03_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;4;0,8;3,2;0,917731359;1;SC09;HYM_APO;SC09_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,1;0,2;0,22;0,049614368;1;SC03;HYM_APO;SC03_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,5;0,2;0,1;0,008350879;1;SC02;HYM_APO;SC02_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,7;0,3;0,21;0,017864117;1;SC02;HYM_APO;SC02_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,7;0,4;1,08;0,377521855;1;SC06;HYM_APO;SC06_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,1;0,3;0,33;0,049614368;1;SC03;HYM_APO;SC03_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,9;0,4;0,36;0,03152449;1;SC02;HYM_APO;SC02_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,7;0,3;0,21;0,017864117;1;SC02;HYM_APO;SC02_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,4;0,9;2,16;0,289292649;1;SC05;HYM_APO;SC05_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,5;1;2,5;0,317252031;1;SC06;HYM_APO;SC06_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,4;0,4;0,56;0,0855676;1;SC03;HYM_APO;SC03_HYM_APO
P02SR;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,9;0,6;1,14;0,170625183;1;SC04;HYM_APO;SC04_HYM_APO
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;MECOPTERA;ord;9,6;2,2;21,12;6,637323386;1;SC20;MEC_ord;SC20_MEC_ord
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;PSOCOPTERA;ord;2,8;1;2,8;0,409861516;1;SC06;PSO_ord;SC06_PSO_ord
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;1,5;0,6;0,9;0,100006041;1;SC04;PSO_ord;SC04_PSO_ord
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;1,4;0,6;0,84;0,0855676;1;SC03;PSO_ord;SC03_PSO_ord
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;5,5;1,6;8,8;1,88486248;1;SC12;PSO_ord;SC12_PSO_ord
P02SY;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;2,1;0,7;1,47;0,213931924;1;SC05;PSO_ord;SC05_PSO_ord
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;THYSANOPTERA;ord;1,4;0,4;0,56;0,0855676;1;SC03;THY_ord;SC03_THY_ord
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;THYSANOPTERA;ord;1;0,3;0,3;0,04;1;SC03;THY_ord;SC03_THY_ord
P02SG;28/08/2021;04/09/2021;239;P02;Aalst;HIGH;LOW;HIGHLOW;ARTHROPODA;ARTHROPODA(phylum);ARTHROPODA(phylum);ARTHROPODA(phylum);1,5;0,5;0,75;0,100006041;1;SC04;ART_ART;SC04_ART_ART
P03SG;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;LOW;HIGHLOW;ARTHROPODA;ARACHNIDA;ARANEAE;ord;2,5;1;2,5;0,317252031;1;SC06;ARA_ord;SC06_ARA_ord
P03SR;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;HIGH;HIGHHIGH;ARTHROPODA;ARACHNIDA;ARANEAE;ord;1,2;0,6;0,72;0,060396199;1;SC03;ARA_ord;SC03_ARA_ord
P03SR;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;HIGH;HIGHHIGH;ARTHROPODA;ARACHNIDA;ARANEAE;ord;1,4;0,8;1,12;0,0855676;1;SC03;ARA_ord;SC03_ARA_ord
P03SG;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;COLEOPTERA;POLYPHAGA;1,7;1,4;2,38;0,132701109;1;SC04;COL_POL;SC04_COL_POL
P03SG;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;COLEOPTERA;POLYPHAGA;1,5;0,7;1,05;0,100006041;1;SC04;COL_POL;SC04_COL_POL
P03SR;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;COLEOPTERA;POLYPHAGA;1,6;1;1,6;0,115710069;1;SC04;COL_POL;SC04_COL_POL
P03SR;18/08/2021;25/08/2021;229;P03;Oudenaarde;HIGH;HIGH;HIGHHIGH;ARTHROPODA;INSECTA;COLEOPTERA;POLYPHAGA;2,3;1,3;2,99;0,262763417;1;SC05;COL_POL;SC05_COL_POL
